"site","year","date","tree","caterpillars","recorder"
"DAV",2014,148,"4",0,"JDS"
"DAV",2014,148,"2",0,"JDS"
"DEL",2014,148,"7Z",0,"JDS"
"DEL",2014,148,"1",0,"JDS"
"DLW",2014,148,"4",0,"JDS"
"DLW",2014,148,"6",0,"JDS"
"DOR",2014,148,"4",0,"JDS"
"DOR",2014,148,"5",0,"JDS"
"DOR",2014,148,"1",0,"JDS"
"DUN",2014,148,"4",1,"JDS"
"DUN",2014,148,"5",0,"JDS"
"FOF",2014,148,"7",1,"ABP"
"FOF",2014,148,"6",1,"ABP"
"FOU",2014,148,"4",0,"JDS"
"FOU",2014,148,"3",0,"JDS"
"FSH",2014,148,"1",0,"JDS"
"FSH",2014,148,"3",0,"JDS"
"FSH",2014,148,"6",1,"JDS"
"GLF",2014,148,"2",0,"ABP"
"GLF",2014,148,"6",0,"ABP"
"GLF",2014,148,"7",0,"ABP"
"INS",2014,148,"3",0,"JDS"
"INS",2014,148,"6",1,"JDS"
"INS",2014,148,"2",0,"JDS"
"KCK",2014,148,"3",0,"JDS"
"KCK",2014,148,"4",0,"JDS"
"LVN",2014,148,"1",0,"ABP"
"LVN",2014,148,"3",1,"ABP"
"LVN",2014,148,"4",0,"ABP"
"MCH",2014,148,"1",0,"ABP"
"MCH",2014,148,"6",0,"ABP"
"MCH",2014,148,"4",0,"ABP"
"STY",2014,148,"5",0,"JDS"
"STY",2014,148,"6",0,"JDS"
"ALN",2014,149,"1",0,"ABP"
"AVI",2014,149,"4",2,"ABP"
"BIR",2014,149,"6",0,"ABP"
"BLA",2014,149,"6",0,"ABP"
"BLG",2014,149,"1",0,"ABP"
"DNC",2014,149,"3",0,"ABP"
"DNM",2014,149,"3",0,"ABP"
"MUN",2014,149,"4",1,"ABP"
"NEW",2014,149,"1",0,"ABP"
"PTH",2014,149,"6",0,"ABP"
"TAI",2014,149,"7",1,"ABP"
"TOM",2014,149,"6",0,"ABP"
"BAD",2014,150,"3",1,"ABP"
"DLW",2014,150,"6",0,"ABP"
"DUN",2014,150,"1",0,"ABP"
"FOF",2014,150,"4",1,"ABP"
"GLF",2014,150,"5",1,"ABP"
"KCK",2014,150,"6",0,"ABP"
"LVN",2014,150,"5",0,"ABP"
"MCH",2014,150,"3",1,"ABP"
"STY",2014,150,"2",1,"ABP"
"ALN",2014,151,"3",1,"JDS"
"ALN",2014,151,"5",0,"JDS"
"ALN",2014,151,"6",1,"JDS"
"AVI",2014,151,"3",2,"JDS"
"AVI",2014,151,"5",0,"JDS"
"BIR",2014,151,"1",0,"JDS"
"BIR",2014,151,"2",0,"JDS"
"BIR",2014,151,"5",0,"JDS"
"BLA",2014,151,"2",0,"JDS"
"BLA",2014,151,"5",1,"JDS"
"BLG",2014,151,"6",0,"JDS"
"BLG",2014,151,"2",0,"JDS"
"DNC",2014,151,"1",3,"JDS"
"DNC",2014,151,"3",2,"JDS"
"DNM",2014,151,"1",0,"JDS"
"DNM",2014,151,"2",0,"JDS"
"DNM",2014,151,"5",1,"JDS"
"MUN",2014,151,"2",0,"JDS"
"MUN",2014,151,"3",0,"JDS"
"NEW",2014,151,"5",0,"JDS"
"NEW",2014,151,"2",0,"JDS"
"NEW",2014,151,"4",1,"JDS"
"PTH",2014,151,"1",0,"JDS"
"TAI",2014,151,"2",0,"JDS"
"TAI",2014,151,"5",0,"JDS"
"TOM",2014,151,"1",0,"JDS"
"TOM",2014,151,"3",1,"JDS"
"TOM",2014,151,"4",0,"JDS"
"BAD",2014,152,"1",0,"ABP"
"BAD",2014,152,"5",0,"ABP"
"BAD",2014,152,"6",0,"ABP"
"CAL",2014,152,"3",0,"JDS"
"CAL",2014,152,"6",0,"JDS"
"CAR",2014,152,"1",1,"JDS"
"CAR",2014,152,"4",0,"JDS"
"CAR",2014,152,"6",1,"JDS"
"CRU",2014,152,"2",1,"JDS"
"CRU",2014,152,"3",0,"JDS"
"DAV",2014,152,"1",0,"JDS"
"DAV",2014,152,"4",0,"JDS"
"DAV",2014,152,"2",0,"JDS"
"DEL",2014,152,"7Z",0,"JDS"
"DEL",2014,152,"1",0,"JDS"
"DLW",2014,152,"4",0,"JDS"
"DLW",2014,152,"6",0,"JDS"
"DOR",2014,152,"4",0,"JDS"
"DOR",2014,152,"5",0,"JDS"
"DOR",2014,152,"1",0,"JDS"
"DUN",2014,152,"4",1,"JDS"
"DUN",2014,152,"5",0,"JDS"
"FOF",2014,152,"7",0,"ABP"
"FOF",2014,152,"6",0,"ABP"
"FOU",2014,152,"4",1,"JDS"
"FOU",2014,152,"3",0,"JDS"
"FSH",2014,152,"1",0,"JDS"
"FSH",2014,152,"3",0,"JDS"
"FSH",2014,152,"6",1,"JDS"
"GLF",2014,152,"2",0,"ABP"
"GLF",2014,152,"6",1,"ABP"
"GLF",2014,152,"7",0,"ABP"
"INS",2014,152,"3",0,"JDS"
"INS",2014,152,"6",1,"JDS"
"INS",2014,152,"2",0,"JDS"
"KCK",2014,152,"3",0,"JDS"
"KCK",2014,152,"4",0,"JDS"
"LVN",2014,152,"1",0,"ABP"
"LVN",2014,152,"3",0,"ABP"
"LVN",2014,152,"4",0,"ABP"
"MCH",2014,152,"1",0,"ABP"
"MCH",2014,152,"6",0,"ABP"
"MCH",2014,152,"4",1,"ABP"
"STY",2014,152,"5",0,"JDS"
"STY",2014,152,"6",0,"JDS"
"ALN",2014,153,"1",0,"JDS"
"AVI",2014,153,"4",0,"JDS"
"BIR",2014,153,"6",0,"JDS"
"BLA",2014,153,"6",1,"JDS"
"BLG",2014,153,"1",0,"JDS"
"DNC",2014,153,"6",0,"JDS"
"DNM",2014,153,"2",1,"JDS"
"MUN",2014,153,"4",2,"JDS"
"NEW",2014,153,"1",0,"JDS"
"PTH",2014,153,"6",1,"JDS"
"TAI",2014,153,"7",0,"JDS"
"TOM",2014,153,"6",0,"JDS"
"BAD",2014,154,"3",0,"JEC"
"CAL",2014,154,"5",0,"JDS"
"CAR",2014,154,"2",0,"JDS"
"CRU",2014,154,"6",0,"JDS"
"DAV",2014,154,"5",0,"JDS"
"DEL",2014,154,"5",0,"JDS"
"DLW",2014,154,"2",0,"JDS"
"DUN",2014,154,"1",0,"JEC"
"FOF",2014,154,"4",1,"ABP"
"FOU",2014,154,"7",0,"JDS"
"FSH",2014,154,"4",2,"JDS"
"GLF",2014,154,"5",2,"ABP"
"INS",2014,154,"5",1,"JDS"
"KCK",2014,154,"6",1,"JDS"
"LVN",2014,154,"5",0,"JEC"
"MCH",2014,154,"3",0,"ABP"
"STY",2014,154,"2",0,"JEC"
"ALN",2014,155,"5",0,"JEC"
"ALN",2014,155,"6",0,"JEC"
"AVI",2014,155,"3",0,"JEC"
"AVI",2014,155,"5",0,"JEC"
"BIR",2014,155,"1",0,"JEC"
"BIR",2014,155,"2",2,"JEC"
"BIR",2014,155,"5",0,"JEC"
"BLA",2014,155,"2",0,"JEC"
"BLA",2014,155,"5",0,"JEC"
"BLG",2014,155,"6",0,"JEC"
"BLG",2014,155,"2",1,"JDS"
"DNC",2014,155,"1",0,"JEC"
"DNC",2014,155,"3",0,"JEC"
"DNM",2014,155,"1",0,"JEC"
"DNM",2014,155,"2",0,"JEC"
"DNM",2014,155,"5",0,"JDS"
"MUN",2014,155,"2",0,"JDS"
"MUN",2014,155,"3",0,"JDS"
"NEW",2014,155,"5",0,"JDS"
"NEW",2014,155,"2",1,"JDS"
"NEW",2014,155,"4",0,"JDS"
"PTH",2014,155,"3",0,"JDS"
"PTH",2014,155,"1",0,"JDS"
"TAI",2014,155,"2",0,"JEC"
"TAI",2014,155,"5",0,"JDS"
"TOM",2014,155,"1",0,"JDS"
"TOM",2014,155,"3",1,"JDS"
"TOM",2014,155,"4",0,"JDS"
"BAD",2014,156,"1",1,"ABP"
"BAD",2014,156,"5",0,"ABP"
"CAL",2014,156,"3",1,"JEC"
"CAL",2014,156,"6",0,"JEC"
"CAR",2014,156,"1",0,"JDS"
"CAR",2014,156,"4",0,"JEC"
"CAR",2014,156,"6",0,"JEC"
"CRU",2014,156,"2",0,"JDS"
"CRU",2014,156,"3",0,"JEC"
"DAV",2014,156,"1",0,"JEC"
"DAV",2014,156,"4",0,"JDS"
"DAV",2014,156,"2",0,"JDS"
"DEL",2014,156,"7Z",0,"JEC"
"DEL",2014,156,"1",0,"JEC"
"DLW",2014,156,"4",2,"JEC"
"DLW",2014,156,"6",0,"JEC"
"DOR",2014,156,"4",0,"JDS"
"DOR",2014,156,"5",0,"JEC"
"DOR",2014,156,"1",0,"JEC"
"DUN",2014,156,"4",0,"JEC"
"DUN",2014,156,"5",0,"JEC"
"FOF",2014,156,"7",1,"ABP"
"FOF",2014,156,"6",0,"ABP"
"FOU",2014,156,"4",0,"JEC"
"FOU",2014,156,"3",0,"JDS"
"FSH",2014,156,"1",0,"JDS"
"FSH",2014,156,"3",1,"JDS"
"FSH",2014,156,"6",0,"JDS"
"GLF",2014,156,"2",2,"ABP"
"GLF",2014,156,"6",0,"ABP"
"GLF",2014,156,"7",2,"ABP"
"INS",2014,156,"3",0,"JDS"
"INS",2014,156,"6",1,"JEC"
"INS",2014,156,"2",0,"JEC"
"KCK",2014,156,"3",0,"JDS"
"KCK",2014,156,"4",0,"JEC"
"LVN",2014,156,"1",0,"ABP"
"LVN",2014,156,"3",2,"ABP"
"LVN",2014,156,"4",0,"ABP"
"MCH",2014,156,"1",1,"ABP"
"MCH",2014,156,"6",1,"ABP"
"MCH",2014,156,"4",0,"ABP"
"STY",2014,156,"5",1,"JEC"
"STY",2014,156,"6",0,"JDS"
"ALN",2014,157,"1",0,"JDS"
"AVI",2014,157,"4",0,"JDS"
"BIR",2014,157,"6",0,"JEC"
"BLA",2014,157,"6",0,"JEC"
"BLG",2014,157,"6",1,"JDS"
"BLG",2014,157,"2",0,"JEC"
"DNC",2014,157,"6",0,"JDS"
"DNM",2014,157,"3",0,"JDS"
"MUN",2014,157,"4",0,"JDS"
"NEW",2014,157,"1",0,"JEC"
"PTH",2014,157,"6",0,"JEC"
"TAI",2014,157,"7",1,"JDS"
"TOM",2014,157,"6",1,"JDS"
"BAD",2014,158,"3",0,"ABP"
"CAL",2014,158,"5",0,"JEC"
"CAR",2014,158,"2",0,"JDS"
"CRU",2014,158,"6",1,"JDS"
"DAV",2014,158,"5",0,"JDS"
"DEL",2014,158,"5",0,"JDS"
"DLW",2014,158,"2",0,"JEC"
"DOR",2014,158,"3",0,"JDS"
"DUN",2014,158,"1",0,"JDS"
"FOF",2014,158,"4",1,"ABP"
"FOU",2014,158,"7",0,"JEC"
"FSH",2014,158,"4",1,"JDS"
"GLF",2014,158,"5",1,"ABP"
"INS",2014,158,"5",2,"JEC"
"KCK",2014,158,"6",0,"JDS"
"LVN",2014,158,"5",0,"ABP"
"MCH",2014,158,"3",0,"ABP"
"STY",2014,158,"2",0,"JEC"
"ALN",2014,159,"3",0,"JEC"
"ALN",2014,159,"5",0,"JDS"
"ALN",2014,159,"6",0,"JDS"
"AVI",2014,159,"3",0,"JEC"
"AVI",2014,159,"5",3,"JDS"
"BIR",2014,159,"1",1,"JDS"
"BIR",2014,159,"2",0,"JEC"
"BLA",2014,159,"2",1,"JDS"
"BLA",2014,159,"5",0,"JEC"
"BLG",2014,159,"6",1,"JEC"
"BLG",2014,159,"2",0,"JEC"
"DNC",2014,159,"1",2,"JEC"
"DNC",2014,159,"3",0,"JDS"
"DNM",2014,159,"1",0,"JEC"
"DNM",2014,159,"2",0,"JEC"
"DNM",2014,159,"5",0,"JDS"
"MUN",2014,159,"2",0,"JDS"
"MUN",2014,159,"3",0,"JEC"
"NEW",2014,159,"5",0,"JDS"
"NEW",2014,159,"2",0,"JEC"
"NEW",2014,159,"4",0,"JEC"
"PTH",2014,159,"3",0,"JDS"
"PTH",2014,159,"1",0,"JDS"
"TAI",2014,159,"2",0,"JEC"
"TAI",2014,159,"5",0,"JDS"
"TOM",2014,159,"1",0,"JDS"
"TOM",2014,159,"3",0,"JDS"
"TOM",2014,159,"4",0,"JEC"
"BAD",2014,160,"1",0,"ABP"
"BAD",2014,160,"5",0,"ABP"
"BAD",2014,160,"6",0,"ABP"
"CAL",2014,160,"3",0,"JDS"
"CAL",2014,160,"6",0,"JDS"
"CAR",2014,160,"1",0,"JDS"
"CAR",2014,160,"4",0,"JDS"
"CAR",2014,160,"6",0,"JEC"
"CRU",2014,160,"2",0,"JDS"
"CRU",2014,160,"3",0,"JDS"
"DAV",2014,160,"1",0,"JDS"
"DAV",2014,160,"4",0,"JEC"
"DAV",2014,160,"2",0,"JEC"
"DEL",2014,160,"7Z",0,"JEC"
"DEL",2014,160,"1",0,"JDS"
"DLW",2014,160,"4",0,"JDS"
"DLW",2014,160,"6",4,"JDS"
"DOR",2014,160,"4",0,"JEC"
"DOR",2014,160,"5",0,"JDS"
"DOR",2014,160,"1",0,"JEC"
"DUN",2014,160,"4",0,"JEC"
"DUN",2014,160,"5",0,"JDS"
"FOF",2014,160,"7",0,"ABP"
"FOF",2014,160,"6",0,"ABP"
"FOU",2014,160,"4",0,"JEC"
"FOU",2014,160,"3",0,"JDS"
"FSH",2014,160,"1",0,"JEC"
"FSH",2014,160,"3",0,"JEC"
"FSH",2014,160,"6",1,"JDS"
"GLF",2014,160,"2",0,"ABP"
"GLF",2014,160,"6",0,"ABP"
"GLF",2014,160,"7",1,"ABP"
"INS",2014,160,"3",0,"JDS"
"INS",2014,160,"6",0,"JEC"
"INS",2014,160,"2",1,"JDS"
"KCK",2014,160,"3",1,"JEC"
"KCK",2014,160,"4",0,"JDS"
"LVN",2014,160,"1",0,"ABP"
"LVN",2014,160,"3",0,"ABP"
"LVN",2014,160,"4",0,"ABP"
"MCH",2014,160,"1",0,"ABP"
"STY",2014,160,"5",0,"JEC"
"STY",2014,160,"6",0,"JDS"
"ALN",2014,161,"1",0,"JDS"
"AVI",2014,161,"4",0,"JDS"
"BIR",2014,161,"6",0,"JDS"
"BLA",2014,161,"6",1,"JEC"
"BLG",2014,161,"1",0,"JEC"
"DNC",2014,161,"6",0,"JDS"
"DNM",2014,161,"3",0,"JDS"
"MUN",2014,161,"4",1,"JEC"
"NEW",2014,161,"1",0,"JEC"
"PTH",2014,161,"6",1,"JEC"
"TAI",2014,161,"7",1,"JDS"
"TOM",2014,161,"6",0,"JDS"
"BAD",2014,162,"3",0,"ABP"
"CAL",2014,162,"3",0,"JDS"
"CAR",2014,162,"2",0,"JEC"
"CRU",2014,162,"6",0,"JDS"
"DAV",2014,162,"5",0,"JDS"
"DEL",2014,162,"5",0,"JDS"
"DLW",2014,162,"2",1,"JDS"
"DOR",2014,162,"3",0,"JDS"
"DUN",2014,162,"1",0,"JEC"
"FOF",2014,162,"7",0,"ABP"
"FOF",2014,162,"4",1,"ABP"
"FOU",2014,162,"7",0,"JEC"
"FSH",2014,162,"4",0,"JDS"
"GLF",2014,162,"5",0,"ABP"
"INS",2014,162,"5",0,"JEC"
"KCK",2014,162,"6",0,"JEC"
"LVN",2014,162,"5",0,"ABP"
"MCH",2014,162,"3",0,"ABP"
"STY",2014,162,"2",0,"JEC"
"ALN",2014,163,"3",0,"JEC"
"ALN",2014,163,"5",0,"JDS"
"ALN",2014,163,"6",0,"JDS"
"AVI",2014,163,"3",1,"JDS"
"AVI",2014,163,"5",0,"JEC"
"BIR",2014,163,"1",0,"JDS"
"BIR",2014,163,"2",0,"JEC"
"BIR",2014,163,"5",0,"JDS"
"BLA",2014,163,"2",0,"JDS"
"BLA",2014,163,"5",0,"JEC"
"BLG",2014,163,"6",0,"JDS"
"BLG",2014,163,"2",0,"JEC"
"DNC",2014,163,"1",2,"JDS"
"DNC",2014,163,"3",0,"JDS"
"DNM",2014,163,"1",0,"JEC"
"DNM",2014,163,"2",1,"JEC"
"DNM",2014,163,"5",1,"JDS"
"MUN",2014,163,"2",0,"JEC"
"MUN",2014,163,"3",1,"JDS"
"NEW",2014,163,"5",0,"JEC"
"NEW",2014,163,"2",0,"JDS"
"NEW",2014,163,"4",0,"JEC"
"PTH",2014,163,"3",0,"JDS"
"PTH",2014,163,"1",2,"JDS"
"TAI",2014,163,"2",0,"JEC"
"TAI",2014,163,"5",0,"JDS"
"TOM",2014,163,"1",0,"JEC"
"TOM",2014,163,"3",0,"JEC"
"TOM",2014,163,"4",0,"JDS"
"BAD",2014,164,"1",1,"ABP"
"BAD",2014,164,"5",0,"ABP"
"BAD",2014,164,"6",0,"ABP"
"CAL",2014,164,"3",0,"JDS"
"CAL",2014,164,"6",0,"JEC"
"CAR",2014,164,"1",0,"JDS"
"CAR",2014,164,"4",0,"JEC"
"CAR",2014,164,"6",1,"JEC"
"CRU",2014,164,"2",0,"JEC"
"CRU",2014,164,"3",0,"JDS"
"DAV",2014,164,"1",0,"JDS"
"DAV",2014,164,"4",0,"JEC"
"DAV",2014,164,"2",0,"JDS"
"DEL",2014,164,"7Z",0,"JEC"
"DEL",2014,164,"1",0,"JDS"
"DLW",2014,164,"4",0,"JEC"
"DLW",2014,164,"6",1,"JDS"
"DOR",2014,164,"4",0,"JDS"
"DOR",2014,164,"5",0,"JDS"
"DOR",2014,164,"1",0,"JEC"
"DUN",2014,164,"4",0,"JEC"
"DUN",2014,164,"5",0,"JDS"
"FOF",2014,164,"6",0,"ABP"
"FOU",2014,164,"4",0,"JDS"
"FOU",2014,164,"3",0,"JEC"
"FSH",2014,164,"1",0,"JDS"
"FSH",2014,164,"3",1,"JEC"
"FSH",2014,164,"6",1,"JEC"
"GLF",2014,164,"2",0,"ABP"
"GLF",2014,164,"6",0,"ABP"
"GLF",2014,164,"7",0,"ABP"
"INS",2014,164,"3",0,"JDS"
"INS",2014,164,"6",0,"JEC"
"INS",2014,164,"2",0,"JDS"
"KCK",2014,164,"3",0,"JEC"
"KCK",2014,164,"4",0,"JDS"
"LVN",2014,164,"1",0,"ABP"
"LVN",2014,164,"3",0,"ABP"
"LVN",2014,164,"4",0,"ABP"
"MCH",2014,164,"1",0,"ABP"
"MCH",2014,164,"6",0,"ABP"
"MCH",2014,164,"4",0,"ABP"
"STY",2014,164,"5",0,"JDS"
"STY",2014,164,"6",0,"JDS"
"ALN",2014,165,"1",0,"ABP"
"AVI",2014,165,"4",0,"ABP"
"BIR",2014,165,"6",0,"ABP"
"BLA",2014,165,"6",1,"ABP"
"BLG",2014,165,"1",1,"ABP"
"DNC",2014,165,"6",0,"ABP"
"DNM",2014,165,"3",0,"ABP"
"DOR",2014,165,"3",0,"ABP"
"MUN",2014,165,"4",0,"ABP"
"NEW",2014,165,"1",0,"JDS"
"PTH",2014,165,"6",0,"ABP"
"TAI",2014,165,"7",0,"ABP"
"TOM",2014,165,"6",0,"ABP"
"BAD",2014,166,"3",0,"ABP"
"CAL",2014,166,"3",0,"ABP"
"CAR",2014,166,"2",0,"ABP"
"CRU",2014,166,"6",0,"ABP"
"DAV",2014,166,"5",0,"ABP"
"DEL",2014,166,"5",1,"ABP"
"DLW",2014,166,"2",0,"ABP"
"DUN",2014,166,"1",0,"ABP"
"FOU",2014,166,"7",0,"ABP"
"FSH",2014,166,"4",0,"ABP"
"INS",2014,166,"5",1,"ABP"
"KCK",2014,166,"6",0,"ABP"
"LVN",2014,166,"5",0,"ABP"
"STY",2014,166,"2",0,"ABP"
"ALN",2015,125,"1",0,"JDS"
"ALN",2015,125,"2",0,"JDS"
"ALN",2015,125,"6",0,"JDS"
"ALN",2015,125,"7",0,"JDS"
"AVI",2015,125,"3",0,"JDS"
"AVI",2015,125,"4",0,"JDS"
"AVI",2015,125,"7",0,"JDS"
"AVI",2015,125,"8",0,"JDS"
"AVN",2015,125,"8",0,"JDS"
"AVN",2015,125,"2",0,"JDS"
"AVN",2015,125,"4",0,"JDS"
"AVN",2015,125,"6",0,"JDS"
"CAL",2015,125,"2B",0,"ABP"
"CAL",2015,125,"4B",0,"ABP"
"CAL",2015,125,"6",0,"ABP"
"CAL",2015,125,"5B",0,"ABP"
"CRU",2015,125,"5",0,"JDS"
"CRU",2015,125,"6",0,"JDS"
"CRU",2015,125,"7",0,"JDS"
"CRU",2015,125,"8",0,"JDS"
"DLW",2015,125,"7",0,"JDS"
"DLW",2015,125,"6B",0,"JDS"
"DLW",2015,125,"1",0,"JDS"
"DLW",2015,125,"8",0,"JDS"
"DUN",2015,125,"4",0,"ABP"
"DUN",2015,125,"1B",0,"ABP"
"DUN",2015,125,"8",0,"ABP"
"DUN",2015,125,"5",0,"ABP"
"EDI",2015,125,"2",0,"ABP"
"EDI",2015,125,"7",0,"ABP"
"EDI",2015,125,"1",0,"ABP"
"EDI",2015,125,"5",0,"ABP"
"FOU",2015,125,"8",0,"JDS"
"FOU",2015,125,"4",0,"JDS"
"FOU",2015,125,"6B",0,"JDS"
"FOU",2015,125,"3",0,"JDS"
"GLF",2015,125,"3B",0,"ABP"
"GLF",2015,125,"2",0,"ABP"
"GLF",2015,125,"6",0,"ABP"
"GLF",2015,125,"7",0,"ABP"
"KCK",2015,125,"2",0,"ABP"
"KCK",2015,125,"3",0,"ABP"
"KCK",2015,125,"4",0,"ABP"
"KCK",2015,125,"1",0,"ABP"
"KCZ",2015,125,"8",0,"ABP"
"KCZ",2015,125,"4",0,"ABP"
"KCZ",2015,125,"5",0,"ABP"
"KCZ",2015,125,"6",0,"ABP"
"SER",2015,125,"5",0,"ABP"
"SER",2015,125,"8",0,"ABP"
"SER",2015,125,"4",0,"ABP"
"SER",2015,125,"9",0,"ABP"
"SLS",2015,125,"1",0,"JDS"
"SLS",2015,125,"3",0,"JDS"
"SLS",2015,125,"8",0,"JDS"
"SPD",2015,125,"1",0,"JDS"
"SPD",2015,125,"3",0,"JDS"
"SPD",2015,125,"5",0,"JDS"
"SPD",2015,125,"7",0,"JDS"
"STY",2015,125,"8",0,"ABP"
"STY",2015,125,"5",0,"ABP"
"STY",2015,125,"6",0,"ABP"
"STY",2015,125,"1",0,"ABP"
"TOM",2015,125,"1",0,"JDS"
"TOM",2015,125,"3",0,"JDS"
"TOM",2015,125,"4",0,"JDS"
"TOM",2015,125,"8",0,"JDS"
"BLA",2015,126,"7",0,"IBC"
"BLA",2015,126,"2",0,"IBC"
"BLA",2015,126,"5",0,"IBC"
"BLA",2015,126,"3",0,"IBC"
"BLG",2015,126,"5",0,"IBC"
"BLG",2015,126,"6",0,"IBC"
"BLG",2015,126,"7",0,"IBC"
"BLG",2015,126,"2",0,"IBC"
"CAR",2015,126,"7",0,"JDS"
"CAR",2015,126,"1",0,"JDS"
"CAR",2015,126,"2",0,"JDS"
"CAR",2015,126,"8",0,"JDS"
"DAV",2015,126,"1",0,"JDS"
"DAV",2015,126,"9",0,"JDS"
"DAV",2015,126,"3",0,"JDS"
"DAV",2015,126,"8",0,"JDS"
"DEL",2015,126,"3",0,"JDS"
"DEL",2015,126,"5",0,"JDS"
"DEL",2015,126,"8",0,"JDS"
"DEL",2015,126,"6B",0,"JDS"
"DNC",2015,126,"1",0,"IBC"
"DNC",2015,126,"2",0,"IBC"
"DNC",2015,126,"8",0,"IBC"
"DNC",2015,126,"5B",0,"IBC"
"DNM",2015,126,"2",0,"IBC"
"DNM",2015,126,"3",0,"IBC"
"DNM",2015,126,"7",0,"IBC"
"DNM",2015,126,"8",0,"IBC"
"DNS",2015,126,"6",0,"IBC"
"DNS",2015,126,"3",0,"IBC"
"DNS",2015,126,"7",0,"IBC"
"DNS",2015,126,"8",0,"IBC"
"DOR",2015,126,"4",0,"JDS"
"DOR",2015,126,"5",0,"JDS"
"DOR",2015,126,"7",0,"JDS"
"FOF",2015,126,"9",0,"IBC"
"FOF",2015,126,"4",0,"IBC"
"FOF",2015,126,"6",0,"IBC"
"FOF",2015,126,"1B",0,"IBC"
"FSH",2015,126,"1",0,"JDS"
"FSH",2015,126,"6",0,"JDS"
"FSH",2015,126,"7",0,"JDS"
"FSH",2015,126,"5B",0,"JDS"
"INS",2015,126,"8",0,"JDS"
"INS",2015,126,"1",0,"JDS"
"INS",2015,126,"2",0,"JDS"
"INS",2015,126,"4B",0,"JDS"
"LVN",2015,126,"2",0,"IBC"
"LVN",2015,126,"3",0,"IBC"
"LVN",2015,126,"4",0,"IBC"
"LVN",2015,126,"7",0,"IBC"
"MUN",2015,126,"5",0,"JDS"
"MUN",2015,126,"4B",0,"JDS"
"MUN",2015,126,"7",0,"JDS"
"MUN",2015,126,"6",0,"JDS"
"NEW",2015,126,"2",0,"JDS"
"NEW",2015,126,"8",0,"JDS"
"NEW",2015,126,"3B",0,"JDS"
"NEW",2015,126,"5B",0,"JDS"
"PTH",2015,126,"3",0,"IBC"
"PTH",2015,126,"2B",0,"IBC"
"PTH",2015,126,"6",0,"IBC"
"PTH",2015,126,"4B",0,"IBC"
"RSY",2015,126,"5",0,"IBC"
"RSY",2015,126,"1",0,"IBC"
"RSY",2015,126,"2",0,"IBC"
"RSY",2015,126,"7",0,"IBC"
"RTH",2015,126,"2",0,"JDS"
"RTH",2015,126,"1",0,"JDS"
"RTH",2015,126,"4",0,"JDS"
"RTH",2015,126,"7",0,"JDS"
"ALN",2015,127,"8",0,"IBC"
"ALN",2015,127,"9",0,"IBC"
"AVI",2015,127,"2",0,"IBC"
"AVI",2015,127,"5",0,"IBC"
"AVN",2015,127,"7",0,"IBC"
"AVN",2015,127,"3",0,"IBC"
"CAL",2015,127,"1",0,"JDS"
"CAL",2015,127,"8",0,"JDS"
"CRU",2015,127,"1B",0,"IBC"
"CRU",2015,127,"4B",0,"IBC"
"DLW",2015,127,"2",0,"IBC"
"DLW",2015,127,"4",0,"IBC"
"DUN",2015,127,"3",0,"JDS"
"DUN",2015,127,"6B",0,"JDS"
"EDI",2015,127,"4",0,"JDS"
"EDI",2015,127,"6",0,"JDS"
"FOU",2015,127,"7",0,"IBC"
"FOU",2015,127,"9",0,"IBC"
"GLF",2015,127,"9",0,"JDS"
"GLF",2015,127,"5",0,"JDS"
"KCK",2015,127,"5",0,"JDS"
"KCK",2015,127,"6",0,"JDS"
"KCZ",2015,127,"1",0,"JDS"
"KCZ",2015,127,"7",0,"JDS"
"SER",2015,127,"7",0,"JDS"
"SER",2015,127,"6",0,"JDS"
"SLS",2015,127,"6",0,"IBC"
"SLS",2015,127,"7",0,"IBC"
"SPD",2015,127,"1",0,"IBC"
"SPD",2015,127,"4",0,"IBC"
"STY",2015,127,"2B",0,"JDS"
"STY",2015,127,"7B",0,"JDS"
"TOM",2015,127,"2",0,"IBC"
"TOM",2015,127,"6",0,"IBC"
"BLA",2015,128,"6",0,"ABP"
"BLA",2015,128,"4B",0,"ABP"
"BLG",2015,128,"9",0,"ABP"
"BLG",2015,128,"4B",0,"ABP"
"CAR",2015,128,"4",0,"IBC"
"CAR",2015,128,"9",0,"IBC"
"DAV",2015,128,"5",0,"IBC"
"DAV",2015,128,"7",0,"IBC"
"DEL",2015,128,"9",0,"IBC"
"DEL",2015,128,"1",0,"IBC"
"DNC",2015,128,"3B",0,"ABP"
"DNC",2015,128,"4",0,"ABP"
"DNM",2015,128,"4",0,"ABP"
"DNM",2015,128,"6",0,"ABP"
"DNS",2015,128,"1",0,"ABP"
"DNS",2015,128,"4",0,"ABP"
"DOR",2015,128,"6",0,"IBC"
"DOR",2015,128,"1",0,"IBC"
"FOF",2015,128,"7",0,"ABP"
"FOF",2015,128,"5",0,"ABP"
"FSH",2015,128,"2B",0,"IBC"
"FSH",2015,128,"8",0,"IBC"
"INS",2015,128,"3",0,"IBC"
"INS",2015,128,"5",0,"IBC"
"LVN",2015,128,"1",0,"ABP"
"LVN",2015,128,"6",0,"ABP"
"MUN",2015,128,"2",0,"IBC"
"MUN",2015,128,"3B",0,"IBC"
"NEW",2015,128,"4B",0,"IBC"
"NEW",2015,128,"1",0,"IBC"
"PTH",2015,128,"1",0,"ABP"
"PTH",2015,128,"8",0,"ABP"
